composition,target,mean
Al0.500000Sr0.250000Mo0.250000,0.40442623,0.4181297
Os0.250000Bi0.500000U0.250000,0.88458903,0.8686056
O0.555600Ni0.222200Cu0.222200,-0.42615217,-0.49098694
Li0.500000As0.250000Nb0.250000,-0.046249676,-0.014011979
Nb0.250000Tc0.250000Rh0.500000,0.12012452,0.08845678
B0.500000Sc0.250000Pd0.250000,0.1502314,0.09323636
Cu0.250000As0.250000Y0.250000Nb0.250000,0.29575925,0.26435122
Ni0.250000Cu0.250000Hg0.250000Pb0.250000,0.28647869,0.2694046
Sb0.500000Ho0.250000Th0.250000,-0.7883917,-0.79980624
In0.250000Yb0.250000Lu0.500000,-0.13050254,-0.1108073
Mg0.250000Cr0.250000Cd0.250000In0.250000,0.13862858,0.14124787
Co0.250000Ru0.250000Os0.250000Pb0.250000,0.7557396,0.72255594
Be0.250000Ho0.500000Np0.250000,0.67179717,0.66026
Cu0.250000Mo0.250000Sb0.250000Ta0.250000,0.29900207,0.29746324
Be0.250000Cr0.250000Hf0.250000Bi0.250000,0.55318022,0.5283429
Co0.500000Re0.250000Hg0.250000,0.66610604,0.60506105
Cu0.500000Pr0.250000Os0.250000,0.31927126,0.3180744
Ho0.250000Ta0.250000U0.500000,0.73506125,0.7075533
Li0.250000Tb0.250000Pb0.500000,-0.15095638,-0.1697641
V0.250000Fe0.250000Ta0.250000Bi0.250000,0.64806962,0.6391201
Be0.250000Ba0.250000Gd0.500000,0.59095083,0.58153236
Co0.250000In0.250000Ta0.250000Ir0.250000,-0.2216442,-0.19424105
Mo0.250000Os0.750000,-0.050439521,-0.046072364
Mg0.500000Sm0.250000Os0.250000,0.20358562,0.22967696
O0.555600Yb0.222200Ta0.222200,-2.9244555,-2.7411027
Mn0.250000Rh0.500000W0.250000,0.022641257,-0.018688917
Rh0.500000Ba0.250000Pt0.250000,0.36597209,0.37190378
Pm0.500000Th0.250000Np0.250000,0.5329046,0.88038945
Pd0.500000Ba0.500000,-0.53963923,-0.4705913
Co0.250000As0.250000Rh0.500000,-0.030223629,-0.044846952
F0.555600Br0.111100Sn0.333300,-2.2630271,-2.3816962
Sc0.500000Ce0.250000Sm0.250000,0.087805861,0.09860656
Ag0.500000Dy0.250000Pt0.250000,-0.37729723,-0.39328218
Cs0.500000Er0.500000,0.74689435,0.900602
Ba0.500000Ir0.250000Np0.250000,1.301592,1.2448357
B0.071400O0.642900Dy0.214300W0.071400,-3.3642849,-3.3732743
V0.500000Cu0.250000Tm0.250000,0.60274574,0.63231754
K0.250000Br0.625000Pr0.125000,-2.0764247,-2.1929007
Sc0.250000Cu0.250000Ge0.250000Hg0.250000,-0.16914018,-0.18757772
Al0.250000Co0.250000Ni0.250000Ir0.250000,-0.31978075,-0.2558685
B0.250000Ni0.250000Zr0.250000Tc0.250000,0.063185184,0.04450777
P0.833300Yb0.166700,-0.60576801,-0.3548419
Ti0.166700Cu0.166700Te0.500000Tl0.166700,-0.47024894,-0.38816136
H0.615400Li0.038500C0.153800N0.153800Al0.038500,-0.28233895,-0.275145
Cr0.250000Ge0.250000Ta0.250000Pt0.250000,-0.079380131,-0.03716159
Sm0.500000Gd0.250000Au0.250000,-0.12466282,-0.12482715
Rb0.500000Dy0.250000Th0.250000,1.2302674,1.219358
Cr0.250000Tc0.500000Lu0.250000,0.14318412,0.18254241
Cd0.500000Dy0.250000Tm0.250000,-0.30164631,-0.29593754
Ni0.500000Tc0.250000Rh0.250000,0.12721034,0.15732193
Zr0.500000Ag0.250000Dy0.250000,0.2142507,0.23027068
Zn0.250000Ge0.250000Tl0.500000,0.24476291,0.23469776
Mg0.250000Al0.250000Cu0.250000Ag0.250000,-0.15887229,-0.16769105
O0.571400P0.142900K0.142900Sr0.142900,-2.96287,-3.0251212
K0.500000Co0.250000Ta0.250000,2.1118948,2.0440335
Y0.500000Pr0.250000Pb0.250000,-0.11303587,-0.12180823
Mo0.250000Cd0.250000Lu0.500000,0.10917063,0.1032238
Ho0.333300W0.333300Os0.333300,0.417304,0.38969925
As0.500000Rb0.250000La0.250000,-0.44698811,-0.44028312
Ni0.250000Zr0.250000Te0.500000,-0.15096715,-0.16291022
Ho0.250000Er0.250000Bi0.500000,-0.56764271,-0.57540286
Li0.333300O0.500000Ge0.083300Te0.083300,-1.8945475,-2.0099168
Be0.500000Ti0.250000Ba0.250000,0.90590277,0.90049404
O0.571400Cs0.142900Tl0.285700,-0.85197365,-0.9423052
Li0.347800O0.478300Al0.173900,-2.4824312,-2.491386
Cd0.250000Dy0.250000Hg0.500000,-0.3350341,-0.33203304
Sb0.500000Yb0.250000Pa0.250000,-0.55720981,-0.60759294
Be0.500000Tc0.250000Os0.250000,-0.0088616788,-0.00017637014
Cr0.500000Zr0.250000Lu0.250000,0.30250344,0.3244014
Al0.250000Rh0.500000Nd0.250000,-0.68628726,-0.6610596
Pr0.250000Pm0.250000Ho0.500000,0.10351084,0.11146343
Ce0.250000Eu0.500000Ta0.250000,0.69562771,0.699068
Zn0.250000Nd0.250000Ta0.500000,0.69031976,0.7123312
Mg0.166700Ru0.166700La0.666700,-0.21813269,-0.21450573
B0.250000Lu0.250000Ac0.500000,0.78132644,0.74263334
Zr0.500000Eu0.250000Lu0.250000,0.43873015,0.43081152
Mn0.250000Sb0.500000Pu0.250000,-0.072417643,0.7085262
Ag0.250000Cd0.250000Th0.500000,-0.031112657,-0.05120516
Cu0.250000Mo0.500000Pr0.250000,0.89192219,0.86743593
Nb0.250000Yb0.250000Pu0.500000,0.45482118,0.5026989
Er0.250000Tm0.500000W0.250000,0.45427227,0.46206862
Al0.500000Sc0.250000As0.250000,0.058846608,0.036165148
Na0.333300V0.333300Sr0.333300,1.0712712,0.9883818
Mg0.250000Pd0.500000Tl0.250000,-0.44772924,-0.41950476
Mg0.250000Fe0.250000Rh0.500000,-0.30851732,-0.28324038
Ni0.250000Nd0.250000Yb0.500000,0.22775638,0.2462439
Nb0.250000Ho0.500000Ta0.250000,0.59822907,0.58317363
Al0.250000Cu0.250000Pd0.250000Lu0.250000,-0.63090182,-0.6221504
O0.583300Si0.166700Ca0.250000,-3.3105754,-3.3877287
Co0.250000Ni0.500000Rh0.250000,0.2505008,0.22739998
Gd0.250000Er0.500000Pb0.250000,-0.067940569,-0.06808591
Ge0.250000Sm0.500000Tm0.250000,-0.12894568,-0.13983601
B0.500000Y0.250000Eu0.250000,0.4875649,0.51720786
Si0.250000Rb0.500000Ho0.250000,0.89344651,0.9023031
Cr0.250000In0.250000W0.250000Au0.250000,0.59122832,0.5764054
As0.666700Pa0.333300,-0.93133129,-0.85276604
Sr0.250000Sb0.250000Pa0.500000,0.53026755,0.51387733
Mn0.500000Sr0.250000Yb0.250000,0.5704484,0.5662948
Sc0.500000Fe0.250000Gd0.250000,0.32838187,0.3122693
Mn0.250000Cu0.250000Mo0.250000Tl0.250000,0.52602928,0.5711917
O0.750000Mn0.125000Fe0.125000,-0.69227946,-0.820462
Cr0.250000Rh0.500000Cs0.250000,1.5105989,1.1913183
Sc0.500000Nb0.250000Ac0.250000,0.35032195,0.38380256
Be0.500000Pd0.250000Pa0.250000,0.061207098,0.084394395
Rb0.250000Rh0.500000Cd0.250000,0.79836511,0.773763
Na0.250000Cs0.250000Yb0.500000,0.19543497,0.19767603
Te0.250000Hg0.500000U0.250000,0.2621433,0.29604614
Ti0.500000Mn0.250000Re0.250000,-0.3208995,-0.31721085
La0.250000Ce0.250000Dy0.500000,0.093816822,0.09535414
Nb0.250000Pr0.250000Pa0.500000,0.53551795,0.5251967
Mg0.250000W0.250000Ir0.500000,-0.10050187,-0.20737064
S0.500000Cd0.500000,-0.79145092,-0.4476505
B0.500000Ni0.250000Pt0.250000,0.36517385,0.2738703
Co0.250000Ir0.250000Pa0.500000,-0.35826397,-0.32943267
Ti0.250000Cu0.250000Os0.500000,0.034963676,0.027823567
Co0.250000In0.500000Yb0.250000,-0.059200635,-0.06181395
Ti0.250000Co0.250000Pd0.250000In0.250000,-0.35985386,-0.35765368
Te0.500000Pm0.250000Lu0.250000,-1.1259725,-1.0890868
Fe0.250000Co0.250000Pt0.250000Pb0.250000,0.27240141,0.2504303
Fe0.250000Y0.500000Eu0.250000,0.41000478,0.45468256
Cr0.500000Y0.250000Ce0.250000,0.49343909,0.4700747
Ca0.500000Fe0.250000Tm0.250000,0.74274116,0.8047199
Be0.250000Cu0.250000As0.250000Ta0.250000,0.35937413,0.356749
Mg0.250000Zr0.250000In0.500000,-0.0036359813,-0.006772876
Tc0.500000Hg0.250000Pa0.250000,0.21343057,0.21509847
Sr0.500000La0.250000Ta0.250000,0.94071317,0.8860526
Si0.250000Cu0.250000Nb0.250000Mo0.250000,0.075695611,0.013243496
N0.400000Se0.600000,1.1110801,0.7523527
Cu0.250000Tb0.500000Pu0.250000,1.1796541,1.0071189
O0.600000Na0.100000Si0.200000Sc0.100000,-3.1878197,-3.1637273
Ge0.250000Pm0.250000Gd0.500000,-0.096767783,-0.09086102
B0.250000Co0.250000Ru0.250000Pt0.250000,0.54663411,0.558406
Li0.250000Al0.500000Yb0.250000,-0.083505798,-0.109824836
In0.333300Os0.333300Th0.333300,-0.10892104,-0.009437799
Co0.250000Ag0.250000Sn0.250000W0.250000,0.64879088,0.57006514
Na0.500000Te0.250000Th0.250000,0.27551067,0.18432891
B0.250000Rb0.250000Hg0.500000,1.021812,1.0008792
Be0.500000As0.250000Nb0.250000,0.45325709,0.5129374
N0.400000Bi0.200000Th0.400000,-1.5988304,-1.6366023
Mo0.250000Yb0.250000Au0.500000,-0.016702183,0.011066854
Mn0.250000Cs0.500000Er0.250000,1.2045375,1.3111079
Mn0.250000As0.500000Ba0.250000,-0.053087273,-0.11538839
Co0.250000Mo0.250000Rh0.500000,0.17844557,0.15061554
H0.272700N0.090900O0.454500Cu0.181800,-0.81173432,-0.8303851
Mg0.250000Cs0.250000Dy0.500000,0.57973277,0.56104106
In0.250000Tl0.250000Pa0.500000,0.31235189,0.29838207
As0.500000Te0.250000Tl0.250000,0.39856559,0.43998295
Zn0.500000Tc0.250000Te0.250000,0.65071188,0.6420877
Cu0.250000Cd0.250000Ta0.500000,0.52906567,0.5099863
Cr0.250000Cu0.250000Rh0.500000,0.020930513,0.0228675
B0.500000Te0.250000Ho0.250000,0.95981868,0.9005421
Na0.500000Ru0.250000Au0.250000,0.66293663,0.68524766
B0.250000Ni0.250000Zr0.250000Ir0.250000,-0.11273992,-0.111750364
Be0.500000Zr0.250000Th0.250000,0.14256176,0.1500425
Ga0.727300Eu0.272700,-0.57694773,-0.56659544
Mg0.500000Ca0.250000Cu0.250000,0.071529298,0.052058876
B0.500000Co0.250000Cd0.250000,1.1234627,1.0147045
Cs0.250000Tm0.250000Th0.500000,0.9563583,0.9035213
Ba0.500000La0.250000Pb0.250000,-0.004613115,-0.021420658
Ca0.250000Fe0.500000Ni0.250000,0.54830935,0.16970941
Na0.250000Co0.250000Ho0.500000,0.18420929,0.15784663
K0.500000Cr0.250000Ru0.250000,1.6721138,1.6666043
Ca0.250000Nd0.250000Eu0.500000,0.070501076,0.07952753
Mg0.250000Si0.250000Co0.250000Ag0.250000,0.029951293,0.039528906
Ti0.250000Tc0.500000Ag0.250000,0.32540761,0.28597677
O0.600000Nb0.100000Eu0.300000,-3.2008217,-3.201641
Pm0.250000Ta0.500000Pa0.250000,0.57235684,0.5548434
As0.250000Sm0.500000Ir0.250000,-0.77478555,-0.77452767
Cu0.250000W0.250000Os0.500000,0.22572141,0.23531842
Rb0.500000Nd0.250000Pb0.250000,0.49326234,0.49174666
Na0.500000Zn0.250000Zr0.250000,0.41478869,0.6435183
O0.500000Zn0.125000Ge0.125000Ag0.250000,-1.237574,-1.1009434
Rb0.250000Sr0.500000Eu0.250000,0.16059615,0.13887122
Be0.500000Zn0.250000Tm0.250000,0.031730593,0.018207997
Cu0.250000Tm0.500000Bi0.250000,-0.27845394,-0.27767688
Cd0.750000Pt0.250000,-0.1847744,-0.25404477
Na0.250000Pr0.500000Tb0.250000,0.39510101,0.39617693
Ni0.250000Pm0.500000Pt0.250000,-0.67582946,-0.6581719
Be0.250000Ho0.500000Pb0.250000,-0.055082297,-0.05821711
B0.444400Os0.444400Th0.111100,-0.44139778,-0.42388695
Cu0.250000Rh0.250000Au0.250000Pb0.250000,0.10976353,0.076850235
Na0.500000Cu0.250000Sb0.250000,0.012146575,-0.23509789
Ti0.250000Tc0.250000Eu0.500000,0.73198936,0.7339259
Rb0.500000Y0.250000Er0.250000,0.95637479,0.9371886
O0.571400Sb0.285700Cs0.142900,-1.2752967,-1.6260813
Mg0.250000Ag0.250000Ac0.500000,-0.13388652,-0.17480093
Rh0.250000Dy0.500000Tm0.250000,-0.10251415,-0.085567474
Cr0.250000Zn0.250000As0.250000Zr0.250000,-0.066927946,-0.04264301
Cr0.500000Ag0.250000Bi0.250000,0.55721758,0.54758275
Ag0.250000Tl0.500000Pa0.250000,0.25828524,0.20197836
Se0.250000Tl0.750000,-0.16718306,-0.25416535
N0.500000V0.166700Ba0.333300,-1.1230363,-1.053701
B0.250000Al0.500000Ni0.250000,0.1900754,0.27660477
Li0.500000K0.250000Ta0.250000,1.2810499,1.1954777
Na0.250000La0.250000Np0.500000,0.99712522,1.0184358
Na0.500000Ni0.250000Nb0.250000,1.2406559,1.1849089
B0.250000Mn0.250000Ni0.250000Lu0.250000,0.13174005,0.10954034
Al0.250000Fe0.250000Ru0.250000Lu0.250000,-0.27065937,-0.2458641
Mn0.250000Cu0.250000Ga0.250000Hg0.250000,0.18044895,0.1464751
Cu0.250000Zn0.250000Ge0.250000Ir0.250000,-0.043223396,-0.026317716
Cd0.500000Nd0.250000Re0.250000,0.50243724,0.51462984
K0.250000Sc0.500000Pd0.250000,0.22639915,0.21139106
Li0.250000Ti0.250000Ir0.500000,-0.65461165,-0.65085447
Na0.250000Tb0.250000Pa0.500000,1.0552144,1.0885825
Cr0.250000Ga0.250000Eu0.500000,0.029563374,0.0068185925
Fe0.250000Hf0.250000Pt0.250000Pb0.250000,-0.17093453,-0.17867982
Co0.250000Ag0.250000Pa0.500000,0.23280036,0.20937034
Te0.250000La0.250000Gd0.500000,-0.24977071,-0.22406721
Fe0.250000Rb0.250000Sr0.500000,0.72962864,0.74266726
B0.500000Er0.250000Pu0.250000,0.25752816,0.26969194
B0.142900O0.642900Mo0.071400Pr0.142900,-3.0009107,-3.147995
Ti0.250000Fe0.250000Ga0.250000Ta0.250000,-0.11287712,-0.08112365
In0.250000Sb0.500000Dy0.250000,-0.29217659,-0.3172695
Mg0.500000Lu0.250000Np0.250000,0.35236539,0.39573795
Be0.250000B0.250000Fe0.250000Ta0.250000,0.062615933,0.09844327
Zr0.250000Sn0.500000Ce0.250000,-0.3878616,-0.3410144
O0.555600Sc0.222200Gd0.222200,-3.1904443,-3.3774037
Dy0.500000Au0.250000Th0.250000,-0.022170393,-0.015731454
Ho0.250000Os0.500000Pu0.250000,-0.062168353,0.26848516
Be0.500000Fe0.250000Bi0.250000,0.79880549,0.800955
Mg0.250000Cu0.250000Sn0.250000Hf0.250000,0.15030766,0.134177
O0.555600Dy0.222200Pa0.222200,-2.3556663,-2.2555313
Cr0.250000Co0.250000Y0.250000Sb0.250000,-0.038479908,0.013869643
O0.666700Rb0.111100Mo0.111100I0.111100,-1.6726456,-1.6401249
Sc0.250000Dy0.250000Pb0.500000,-0.29428269,-0.27193302
Pr0.250000Tb0.500000Dy0.250000,0.46591615,0.47942454
Te0.500000Pm0.250000Np0.250000,-0.86079227,-0.85359263
Ru0.250000Rh0.500000Re0.250000,0.46897591,0.4074158
In0.500000Er0.250000Bi0.250000,-0.098294739,-0.11822927
Al0.500000Sr0.250000Pd0.250000,-0.20716395,-0.14450604
As0.500000Pd0.250000W0.250000,0.23395414,0.18815893
Cu0.250000Ga0.500000Pa0.250000,-0.059448983,-0.04066086
Cu0.250000Pd0.250000Cd0.250000Bi0.250000,-0.017426034,-0.027632594
V0.250000Ni0.250000Th0.500000,0.12923963,0.1272591
Te0.333300Pt0.333300Au0.333300,-0.0094856411,0.21787354
Li0.500000Ir0.250000Ac0.250000,-0.088835319,-0.071309686
Co0.250000Zr0.500000U0.250000,0.34441074,0.36065602
Na0.250000Mn0.250000Pm0.500000,0.38570005,0.6241354
Si0.250000Cd0.250000La0.500000,-0.41504995,-0.4168831
Sn0.250000Eu0.500000Pa0.250000,0.20008863,0.20943218
In0.250000Pr0.250000Pa0.500000,0.37498443,0.36185366
Ru0.250000Sn0.500000Ce0.250000,-0.1744575,-0.29729724
Cu0.250000Zn0.250000Zr0.250000Au0.250000,-0.33791487,-0.31568706
Sn0.250000Gd0.250000Os0.500000,0.13847274,0.14676979
Ru0.250000Te0.500000La0.250000,-0.35765155,-0.36086673
O0.600000Nd0.200000Pt0.200000,-2.4016351,-2.3019247
B0.200000Pd0.600000Yb0.200000,-0.66139518,-0.5452452
Co0.250000Nd0.500000Sm0.250000,0.39139157,0.39232457
Sr0.500000Pm0.250000Hf0.250000,0.66120597,0.66554093
Co0.250000As0.250000Zr0.250000Re0.250000,0.04786441,0.05490133
Si0.250000Sr0.250000Tc0.500000,0.71922254,0.7272963
As0.500000Gd0.250000Np0.250000,-0.73960145,-0.69727194
Rh0.500000Gd0.250000Ho0.250000,-0.84887843,-0.8403933
Cu0.250000Cs0.500000Gd0.250000,0.99473758,0.96043414
Fe0.250000Os0.250000Pt0.250000Bi0.250000,0.68585294,0.66726816
Si0.250000Fe0.500000Mo0.250000,-0.16378546,-0.21732926
Be0.250000Si0.250000Cr0.250000W0.250000,-0.016825241,0.036785245
Mn0.250000Te0.250000Tl0.500000,0.40638189,0.40367895
Co0.250000Ru0.750000,0.056220613,0.058133304
Ni0.250000Sr0.250000Mo0.500000,1.2910485,1.3078622
Be0.250000Te0.250000Ac0.500000,-0.2689619,-0.25630587
Ni0.250000Y0.250000Np0.500000,0.67993164,0.6925419
Sc0.250000Tc0.250000Nd0.500000,0.24049861,0.25331798
Li0.250000Cu0.250000Sr0.500000,0.07604511,0.019226551
Zr0.250000Mo0.500000Tm0.250000,0.32337704,0.31802583
Si0.250000Cu0.250000W0.250000Pt0.250000,0.10283714,0.060898423
C0.250000V0.500000Ga0.250000,-0.5012232,-0.42552704
Na0.250000Rb0.250000Pb0.500000,0.01153912,-0.012922525
Rb0.250000Re0.500000Pb0.250000,2.3094846,2.3149753
Fe0.250000Co0.250000Zn0.250000Y0.250000,0.12545383,0.13663429
Li0.250000B0.250000Fe0.250000Cd0.250000,0.61565773,0.58218193
Na0.333300K0.333300Cr0.333300,0.92614396,0.83113754
H0.666700Mg0.083300Ti0.250000,-0.38052489,-0.33478284
Mg0.250000Ac0.500000Th0.250000,0.19450783,0.19330198
Li0.250000Be0.500000Te0.250000,0.61543153,0.619257
V0.500000Mn0.250000Ru0.250000,-0.2478295,-0.24989903
Mg0.250000Re0.500000Ac0.250000,1.0037272,1.0376806
P0.222200S0.777800,-0.39774789,0.15104204
B0.250000Co0.250000Ni0.250000Ir0.250000,0.19300709,0.20127252
Y0.500000Ru0.250000Tl0.250000,-0.2574587,-0.23698074
Cu0.250000Eu0.250000Bi0.500000,-0.18514151,-0.19022208
Co0.500000Ni0.250000Tc0.250000,0.18724237,0.14949691
Sr0.250000Pd0.500000In0.250000,-0.50632876,-0.565238
Ti0.500000Ga0.250000In0.250000,-0.14527491,-0.15223014
Sc0.250000V0.250000Ho0.500000,0.25222505,0.26669234
Cu0.250000Pd0.250000U0.500000,0.24841706,0.30782256
B0.250000Ce0.250000Pb0.500000,0.7729672,0.78992724
Co0.200000Sn0.650000Nd0.150000,-0.42671806,-0.42631686
K0.250000Ti0.500000Rh0.250000,0.62090322,0.6210921
La0.250000Re0.250000Ir0.500000,0.45372565,0.4141728
Na0.333300Ce0.333300W0.333300,1.7861569,1.7796661
Mn0.250000Fe0.250000Tc0.250000Tl0.250000,0.56942141,0.5860707
V0.500000Ag0.250000Np0.250000,0.75516664,0.80228627
Al0.500000Rb0.250000Nd0.250000,0.33038598,0.37613538
Li0.250000Rb0.500000Dy0.250000,0.72771919,0.7222144
Mn0.250000Tb0.500000Pu0.250000,0.76878577,1.5019121
Al0.250000Cr0.250000Mn0.250000Fe0.250000,-0.16719052,-0.13319993
Si0.250000Y0.250000Au0.500000,-0.47327571,-0.46340775
Mg0.666700Er0.333300,-0.062451008,-0.050726235
Li0.250000Rb0.500000Mo0.250000,1.271558,1.2911351
Cu0.250000Ge0.250000Mo0.250000W0.250000,0.35677966,0.36674088
Ca0.250000Sb0.500000Gd0.250000,-0.79852721,-0.8183392
Be0.250000Al0.250000Fe0.500000,-0.20436629,-0.2039938
Ca0.250000Er0.500000Lu0.250000,0.1769535,0.1888915
Si0.250000Y0.500000Cd0.250000,-0.40674313,-0.41158086
Sr0.250000Ru0.500000U0.250000,0.33630192,0.30877143
Li0.347800O0.478300Ac0.173900,-2.508287,-2.4250712
Gd0.500000Pb0.250000Np0.250000,0.23003564,0.20744395
Mo0.500000Sn0.250000Yb0.250000,0.5522638,0.52902395
O0.555600K0.222200Cs0.222200,-0.68036601,-0.6736268
Ca0.250000As0.250000Cs0.500000,0.14153394,0.13477433
Gd0.500000Ir0.250000Np0.250000,0.21161295,0.38843986
Ti0.250000Ni0.500000Tl0.250000,-0.12108495,-0.109798074
Tl0.500000Pa0.500000,0.097595373,0.28012305
Co0.500000Lu0.250000Os0.250000,0.043363169,0.08757311
Ti0.500000Ga0.250000Lu0.250000,-0.11609591,-0.083584905
V0.500000Ce0.250000Lu0.250000,0.5366261,0.531174
K0.500000Tc0.250000Ta0.250000,2.5399446,2.271543
Be0.500000Ce0.250000Tm0.250000,0.19307889,0.17285502
Cu0.250000Ta0.250000Hg0.250000Bi0.250000,0.70407509,0.70321494
Ge0.250000Pr0.250000Nd0.500000,-0.10554268,-0.10718769
Co0.250000Ge0.250000Sm0.500000,-0.29319842,-0.2825327
Li0.250000Co0.250000Ni0.250000Sb0.250000,-0.21531723,-0.23111373
Rh0.250000Sb0.500000Pm0.250000,-0.35869412,-0.38214833
Al0.250000Ir0.750000,-0.38740701,-0.45765698
Co0.250000Ni0.250000Pb0.500000,0.47390825,0.45391378
O0.636400Pt0.181800Tl0.181800,-0.99779228,-0.8730359
Nd0.500000Gd0.250000Th0.250000,0.1975771,0.19827515
Tc0.250000Cs0.250000Er0.500000,0.84490502,0.81900346
Mg0.250000Ce0.500000Eu0.250000,0.005376515,0.02175811
Ag0.250000Pr0.250000Pb0.500000,-0.15663874,-0.14749473
Al0.333300Ge0.333300Pr0.333300,-0.68993054,-0.56914353
Al0.250000Ru0.500000Sb0.250000,-0.34942655,-0.30503768
As0.250000Gd0.250000Er0.500000,-0.12708325,-0.11049062
Ca0.250000Sb0.250000Hf0.500000,0.23907266,0.22349262
Li0.500000Bi0.250000Th0.250000,-0.087138446,-0.058630586
Ru0.250000Pr0.250000U0.500000,0.51845437,0.49513978
Ni0.250000Tb0.500000Ir0.250000,-0.30129394,-0.32996786
Be0.333300Sb0.333300Pt0.333300,-0.27517499,0.045458913
Ti0.333300Sn0.333300Pt0.333300,-0.87207352,-0.55622053
Fe0.250000Ge0.250000Pd0.250000Ta0.250000,-0.075169056,-0.111899614
Ca0.250000In0.250000La0.500000,-0.21726137,-0.19151634
As0.250000Pd0.250000Cs0.500000,0.39285962,0.40813878
Mn0.250000Fe0.250000Zn0.250000Nb0.250000,0.19021556,0.16080514
Li0.500000Ru0.250000Cd0.250000,0.19868874,0.15740323
Sr0.500000Tm0.250000Pt0.250000,0.091171853,0.071321815
Ho0.250000W0.500000Pa0.250000,0.49221205,0.51433545
Ga0.250000Ce0.500000Pt0.250000,-0.66687518,-0.6693902
Ti0.500000Pm0.250000Ho0.250000,0.33545593,0.3480613
Pr0.500000Sm0.250000Pu0.250000,0.90907239,0.91762435
O0.571400Ir0.142900U0.285700,-2.0772119,-2.0296192
Li0.250000Ti0.250000Cr0.500000,0.31679874,0.3701656
Co0.250000Pd0.500000Au0.250000,0.12284559,0.18313009
Ca0.500000Rb0.250000Ce0.250000,0.36834495,0.3536167
Rh0.500000In0.250000Pm0.250000,-0.64232762,-0.5776268
B0.500000Er0.250000Au0.250000,0.48284885,0.48205027
Cr0.250000Ru0.250000Np0.500000,0.55525951,0.53267705
Mg0.250000Cd0.250000Te0.500000,-0.12286038,-0.2283563
Pd0.833300Ce0.166700,-0.53122907,-0.46654946
Rh0.250000I0.750000,0.0579365,-0.27740705
Mg0.250000Y0.250000Pr0.500000,0.026126124,0.013342679
Pd0.500000Hf0.250000W0.250000,0.0023418463,-0.039081216
Li0.250000Tc0.500000La0.250000,0.63587827,0.6124504
Fe0.250000Cu0.250000Ru0.250000Sn0.250000,0.075962403,0.08420226
Co0.250000Ru0.250000Hg0.250000Tl0.250000,0.63881333,0.6148979
Li0.500000Sb0.250000Nd0.250000,-0.46285075,-0.4665469
B0.444400Ru0.444400Tm0.111100,-0.49213645,-0.49342048
Sm0.500000Re0.250000Pt0.250000,-0.17983771,-0.17238957
Y0.250000Ru0.250000Re0.500000,0.60485851,0.5985427
B0.166700O0.500000Br0.055600Sr0.277800,-3.0328134,-3.1062531
Na0.250000Ca0.500000Pu0.250000,1.1386093,0.42658377
Co0.250000Nb0.250000In0.250000Ir0.250000,-0.19178409,-0.15072238
Pr0.250000Nd0.500000Ta0.250000,0.50185652,0.5185378
Ge0.250000Nb0.250000Cs0.500000,1.3537616,1.3411045
Ti0.250000Zr0.250000Sb0.500000,-0.35602498,-0.48790312
Rh0.500000Ba0.250000Re0.250000,0.93588598,0.92031384
Fe0.250000Ga0.250000Ta0.250000Os0.250000,0.073751236,-0.028610885
Ca0.250000Y0.500000Pt0.250000,-0.31829257,-0.28432387
O0.555600Eu0.222200Pt0.222200,-1.8902042,-1.6823949
Mg0.250000Rh0.250000Pr0.500000,-0.26267394,-0.28302723
Ni0.500000Zr0.250000Pa0.250000,-0.2034461,-0.24973834
Rb0.333300Bi0.666700,-0.31084325,-0.2591011
Na0.250000K0.500000Ni0.250000,0.53325939,0.49611363
Mn0.250000La0.500000Eu0.250000,0.54177908,0.40600923
K0.250000Ag0.500000Tl0.250000,0.13795066,0.16450587
Mg0.500000Ga0.250000Re0.250000,0.26985501,0.33797753
Be0.923100Mn0.076900,-0.059356643,-0.069723904
Sc0.250000Ag0.250000Gd0.500000,0.028100533,0.024989665
Cu0.250000In0.500000Sb0.250000,0.25300657,0.22538316
O0.571400Sr0.285700Er0.142900,-2.9230051,-3.0664568
Er0.250000Tm0.250000Ta0.500000,0.65051657,0.5895155
Ge0.500000Th0.250000U0.250000,-0.18304504,-0.16282248
Be0.250000Er0.250000Th0.500000,0.38114153,0.38686767
Ni0.250000Rh0.250000Er0.500000,-0.68123747,-0.6995101
Na0.333300Ce0.333300Pt0.333300,-0.53848072,-0.5744312
Al0.500000Sr0.250000Cd0.250000,0.028535088,0.052099735
Cd0.250000Sm0.250000Ta0.500000,0.71756082,0.72496104
Be0.500000Ca0.250000Ba0.250000,0.57058721,0.52024233
Cu0.250000Ag0.250000Au0.250000Bi0.250000,0.15858671,0.14763564
As0.250000Rh0.500000Eu0.250000,-0.46020622,-0.44062924
Li0.050000O0.650000V0.300000,-2.4204796,-2.458517
Ru0.500000Tb0.250000Ta0.250000,-0.1594075,-0.19492531
Sc0.250000Ti0.500000Cu0.250000,0.21191952,0.1729359
Sm0.250000Ir0.500000Pt0.250000,-0.010413039,-0.068389654
Fe0.250000Zn0.250000Zr0.250000Pd0.250000,-0.2822039,-0.25099522
Li0.250000Mg0.250000Th0.500000,0.17656672,0.15795806
Ni0.250000Yb0.250000Pb0.500000,-0.1087441,-0.0858801
Ce0.500000Os0.250000Pt0.250000,-0.30409678,-0.2620753
