,composition,Eg
2715,Ga0.95Sb0.95Zn0.05Te0.05,0.85
2716,Mn11Si19,0.8
2717,K2NbO6,0.0
2718,Al6Tc,0.0
2719,Lu7Ni2Te2,0.0
2720,AlNi2S4,0.0
2721,Mg2Ga,0.0
2722,K2Sb8Se3,1.31
2723,V5SiB2,0.0
2724,CdPt,0.0
2725,Tl9SbSe6,0.0
2726,MnSbPd,0.0
2727,GeRh,0.0
2728,Mn2CoGe,0.0
2729,AgSbS2,1.99
2730,Dy12Co7,0.0
2731,Cs8Ga8Si38,1.14
2732,Sn2BiS2I3,1.22
2733,TlInSe2,1.14
2734,CuGaSe2,1.6
2735,CdIn2S4,2.3
2736,Sm3Sc,0.0
2737,CaGd2S4,2.55
2738,HgS,2.1
2739,Lu2FeS4,0.0
2740,GaAs,1.43
2741,UB4H16,0.0
2742,Sn2WO5,2.6
2743,SrRhF6,0.0
2744,In2Bi3Se7I,1.38
2745,EuSb4S7,0.98
2746,TeWCl9,0.0
2747,PrMn2Si2,0.0
2748,EuGa2Se4,2.16
2749,KScO3,0.0
2750,Zn0.85S0.85Ga0.15P0.15,2.9
2751,ZnTe,2.39
2752,NdIn3S6,1.15
2753,NaTi5Se8,0.0
2754,Ge0.999Si0.001,0.65
2755,KBiSe2,0.7
2756,Rb2AgPS4,2.6
2757,GaAs0.75Sb0.25,0.65
2758,Pm3I,0.0
2759,Rb5W8O30,0.0
2760,Nd2S3,2.65
2761,Sm4InSbS9,2.13
2762,HfV2H4,0.0
2763,GdGeRu,0.0
2764,NdAgAs2,0.0
2765,CaCo2Ge2,0.0
2766,Li2U(MoO5)2.2,0.0
2767,Ag3AsS3,2.03
2768,LaMg2PdH7,1.0
2769,AlP,3.63
2770,NaAsSe2,1.75
2771,ScGe2,0.0
2772,InP,1.25
2773,Dy3MnB7,0.0
2774,GaAs0.6P0.4,1.91
2775,Ga0.4Al0.6As,2.3
2776,CuZn2InSe4,1.1
2777,BaB2O4,6.7
2778,ZnWO2,0.0
2779,Er3SnC,0.0
2780,YSi2Pt2,0.0
2781,BP,4.2
2782,AlSb,1.69
2783,Ga1.02Sb0.98Se0.06,0.63
2784,Te4Mo(WS)2.187,0.0
2785,CuGa3Se5,1.89
2786,YbSiCu,0.0
2787,TaAlPt,0.0
2788,TbClWO4,4.24
2789,SmHgPd,0.0
2790,Cu8O,0.0
2791,Ag2.7Ba6Sn4.3S16,1.58
2792,Ce3Pd5,0.0
2793,Hg0.2Cd0.8Se,0.45
2794,Bi24VO41,3.25
2795,PdS2,0.75
2796,Cd4As2Br3,1.78
2797,Rb15Hg16,0.0
2798,MnI2,4.4
2799,AlNi2,0.0
2800,CdSnAs2,0.31
2801,HfNi5,0.0
2802,Ba8Al10B12O41,3.1
2803,Pb0.9Sn0.1Te,0.16
2804,Zr2Co21B6,0.0
2805,HfCo3B2,0.0
2806,Li2GaPd,0.0
2807,ZnS,3.76
2808,MgSnRh2,0.0
2809,Hg0.9Cd0.1Se,1.3
2810,Ba4Ga2Se8,1.63
2811,CaS,5.4
2812,CdIn2Te4,0.9
2813,Ba2LaIrO6.12,0.0
2814,Cd3As2,0.64
2815,Sm2IrPd,0.0
2816,DyBiPd,0.0
2817,Lu2TlAg,0.0
2818,NaNbSe2O7,3.8
2819,CdS0.8Se0.2,2.23
2820,V2Si2O7,0.0
2821,BaLa2CoS5.140,0.0
2822,PdPAs,0.45
2823,ZnS,3.58
2824,Li2MnNi3O8.166,0.0
2825,GaN,3.39
2826,ThBi2,0.0
2827,EuSb2Se4,0.95
2828,Tl2SeAs2Te3,0.67
2829,CdTe,1.59
2830,NaTa3,0.0
2831,Cs2ZnGe3Te8,1.07
2832,GeAs,1.65
2833,BaTl3,0.0
2834,ZnCu2O4,0.0
2835,Rb1.54Cd1.54Bi2.46S6,1.33
2836,RbNb4Br11,0.46
2837,Yb2Ge2Ir,0.0
2838,Hg6P6In2Cl9,3.13
2839,CeAl2Pt3,0.0
2840,CdS,2.52
2841,BAs,1.46
2842,SbSBr,2.22
2843,ZnAgF5,0.0
2844,NaTl,0.0
2845,CdTe,1.5
2846,Na2BaSnS4,3.27
2847,Zn2In2S5,2.68
2848,Y2O3,5.6
2849,IrAs2,1.0
2850,K6Nb2.97Ta1.03S25,2.01
2851,Ba2V4Te3O18,2.64
2852,Ag3SbS3,2.05
2853,Li2In2SiS6,3.61
2854,LuNiBC.129,0.0
2855,Rb2CuNbSe4,2.19
2856,ZnGeAs2,1.1
2857,VO2,0.66
2858,Hf5Te4,0.0
2859,HgPS3,2.6
2860,Cs2CuP3S9,2.4
2861,In0.4P0.4Ga0.6As0.6,1.74
2862,PrCo2As2,0.0
2863,RbBiSe2,0.92
2864,SiAs,1.48
2865,Ce5Si3N9,0.0
2866,HgSe,0.12
2867,TbYHg2,0.0
2868,Cd3As2,0.12
2869,Ca6Bi6O15,3.34
2870,SiW3,0.0
2871,K2CuVS4,1.82
2872,MgGeN2,4.2
2873,TlAsSe2,1.35
2874,CsRbP2Se8,2.41
2875,UGa5Ir,0.0
2876,MgCr,0.0
2877,La2Si5Rh3,0.0
2878,DyInAu,0.0
2879,GaTe,1.74
2880,SnAs3,0.0
2881,Ce5Ge3,0.0
2882,Ca6Cu2Sn7,0.0
2883,Cs4BiAs3Se7,1.02
2884,TaGaPt,0.0
2885,In0.9Al0.1P,1.5
2886,DySiIr,0.0
2887,Rb4GeP4Se12,2.0
2888,ErSe2,1.07
2889,TlCr5S2Se6,0.75
2890,Cu0.1Ga1.9S2.9,2.65
2891,Ga2S3,2.85
2892,InSb0.99As0.01,0.35
2893,Pm2PtAu,0.0
2894,RbCuPdF5.62,0.0
2895,Pb0.9Sn0.1Se,0.17
2896,K8Zr6Se30,1.91
2897,Pb0.8Ge0.2Te,0.4
2898,LiAlB14,1.82
2899,ZnAs2,0.93
2900,LaGaS3,2.5
2901,NaZrCuTe3.62,0.0
2902,NdRe4Si2,0.0
2903,NaAsO3,0.0
2904,As2S3,2.36
2905,Al4Cu2O7,0.0
2906,ZnTe,2.2
2907,Pb0.75Sn0.25Se,0.04
2908,SrSnO3,4.1
2909,Al7C3N3,0.0
2910,Sn2BiSI5,1.32
2911,TlSe,0.56
2912,Cr2HO4,0.0
2913,NdErZn2,0.0
2914,Mo3Pd2N,0.0
2915,Mg2Sn,0.36
2916,Cd4Sb3,1.25
2917,CdSb,0.46
2918,SnTe,0.36
2919,Ag2V2I4O16,2.24
2920,BiPO4,3.85
2921,NH6PO4,6.81
2922,TlTe,0.0
2923,AlSb,1.67
2924,LiCoS2,0.0
2925,As2S3,2.0
2926,CuSeO3,0.0
2927,NdFeSi2,0.0
2928,Ba5Ga6GeP12,1.39
2929,RbZn4In5Se12,1.76
2930,BaAuI5O15,2.32
2931,AlSb,1.65
2932,CoCu2Sn,0.0
2933,BaTi14O28,0.0
2934,CuAlSe2,2.7
2935,VAg(PSe3)2.5,0.0
2936,SmCuOSe,2.6
2937,Sr2ZnReO6.87,0.0
2938,BaGa2S4,4.13
2939,GaSe,2.13
2940,BaGa2GeS6,3.23
2941,AlAs,0.0
2942,Pr5In11Ni6,0.0
2943,GaSb,0.81
2944,Ga0.5In0.5As,0.75
2945,CsCu2SbS3,1.63
2946,RbNa2NiO2.139,0.0
2947,TbGe2Pd2,0.0
2948,CsYbCoSe3,0.95
2949,Tb11S16,0.0
2950,Pb0.999Se0.999Bi0.002Te0.003,0.79
2951,Ga2Se3,2.3
2952,InAs,0.28
2953,HgOsPb2,0.0
2954,As4S4,2.4
2955,Ba3ErRu2O9.194,0.0
2956,Pb0.85Sn0.15Te,0.1
2957,K3Ga3Ge7Se20,2.23
2958,LaNbON2,1.7
2959,YbCuGe,0.0
2960,Tb2AlCo2,0.0
2961,Cu2Se,1.3
2962,Lu2MgHg,0.0
2963,ThRh2,0.0
2964,Mo5As4,0.0
2965,EuClO,0.0
2966,Li4Co5SbO12.12,0.0
2967,Ag3SbS3,2.1
2968,CdTe,1.53
2969,Sn3Pd,0.0
2970,SmLuTl2,0.0
2971,PbS,0.37
2972,AgSbSe2,0.58
2973,SiSe2,1.74
2974,MgPb3,0.0
2975,KCuThS3,2.95
2976,AgGaS2,2.64
2977,Hf2Si,0.0
2978,Rb28Mg9In51,0.0
2979,SiAs2,0.88
2980,Gd3S4,0.0
2981,NaSb,0.82
2982,KOs2O6,0.0
2983,Sn3P3O13,0.0
2984,Rb2TeI6,1.4
2985,CsSb,0.61
2986,Cu0.5Ga1.5S2.5,2.43
2987,LiErAu2,0.0
2988,Er2Fe14B,0.0
2989,Cu9O13,0.0
2990,U2AlCo3,0.0
2991,Cd3P2,0.54
2992,Y3GaS6,2.88
2993,Tm2In,0.0
2994,GeS,1.58
2995,Sm2Mo2O7,0.0
2996,AgI,2.82
2997,ZrO2,4.99
2998,BaIn2Se4,2.63
2999,Sb2S3,1.63
3000,Li2ZnGeSe4,1.86
3001,Ni2PO5,0.0
3002,PrAu,0.0
3003,Cs2PtI6O18,2.4
3004,Ho10Si17,0.0
3005,Tl4Ta2S11,1.26
3006,CdP2,2.13
3007,CsLuCoS3,1.18
3008,AgIn5Te8,0.47
3009,Ga2Te3,1.45
3010,GaS,2.38
3011,ZnSb,1.11
3012,ZrS2,2.75
3013,HfSiPt,0.0
3014,NdZn2Ag,0.0
3015,YSn3,0.0
3016,NaBiS2,0.4
3017,Cu2Sb,0.0
3018,PbSe,0.28
3019,Hg0.8Zn0.2Te,0.07
3020,CaZn2,0.0
3021,Bi4V2O11,2.0
3022,Rb3Bi2I9,2.1
3023,GaSe,2.2
3024,Cs2AgBiBr6,2.19
3025,GaAs0.5P0.5,2.0
3026,Cu3Pd,0.0
3027,Cr3P,0.0
3028,LaCuOSe,2.83
3029,GaN,3.48
3030,KBiSe2,0.67
3031,Ce4Te7,0.5
3032,Ba2GaSbSe5,2.51
3033,AgGaSe2,1.66
3034,TlCl,3.75
3035,Pb3B3O10N,3.64
3036,Ag2GeTe3,0.25
3037,CsEr9Cd4Se18,2.09
3038,Hg7InS6Cl5,2.54
3039,EuMg2Bi2,0.0
3040,GeAs3,0.0
3041,PrNiGe2,0.0
3042,Pb2BO4H,3.76
3043,Ag2HgI4,2.47
3044,YbSi2Ni,0.0
3045,VP4,0.0
3046,TaAl3,0.0
3047,Cs3W3PO13,3.27
3048,Pr9Sb5O5,0.0
3049,NaCd4P3,1.1
3050,ZrInRh2,0.0
3051,RbH3Se2O6,4.84
3052,SmSe,0.46
3053,PbBiO2Cl,2.45
3054,EuO,1.12
3055,Cs4Cu3Bi9S17,0.9
3056,NbGaCo2,0.0
3057,In6S7,0.89
3058,CsAg2TeS6,2.04
3059,DyN,2.6
3060,Na2CdSnS4,2.52
3061,Na2Nb4Se4O19,3.56
3062,Nd3Ge5,0.0
3063,K2CuNbS4,2.82
3064,CuCl,3.4
3065,K4GeP4Se12,2.0
3066,Zn8Ag5,0.0
3067,K3SmAs2S8,2.2
3068,PbSe0.01S0.99,0.37
3069,HoSiRu2C.63,0.0
3070,Li0.2Na0.8AsSe2,1.72
3071,Sr2SmTaO6,3.38
3072,Rb4Mo5P2O22,3.51
3073,Li9Ga13Te21O66,4.45
3074,InS,2.07
3075,Cs2AgVS4,1.77
3076,MgV4O6,0.0
3077,CrTe2,0.17
3078,ZnO,3.51
3079,MgTi11O20,0.0
3080,Ge0.3Si0.7,1.0
3081,PtSe2,0.1
3082,BaRh2Ge4Se6,1.09
3083,EuBi3,0.0
3084,Ta2PtSe7,0.0
3085,Mg2Sn,0.35
3086,Cd3Bi2,0.2
3087,TlCr5Se8,0.67
3088,KTbSe4,1.65
3089,Nd3Ge2Ru2,0.0
3090,InSb0.4As0.6,0.1
3091,CuInTe2,0.89
3092,Hg2I2,2.37
3093,MgSi7Ir3,0.0
3094,Rb3ZnB5O10,2.66
3095,U5Ge3,0.0
3096,K3Ti2P5S18,1.61
3097,Nd4Ge3Rh4,0.0
3098,As2S3,1.89
3099,SrZnSO,3.1
3100,AgS,1.2
3101,TeI4,1.1
3102,Li3Mn(NiO3)2.12,0.0
3103,Hg2Br2,2.6
3104,Nd3AlC,0.0
3105,Mn3Cr3(TeO8)2.8,0.0
3106,SrLi2Sn,0.0
3107,TlBiTe2,0.12
3108,Tl4CuTeO6,2.2
3109,InSb2S4Cl,1.8
3110,ScCrO4,0.0
3111,Dy2Ge3Pt9,0.0
3112,Eu2BaMn2O7.63,0.0
3113,K2Dy2Ti3O10,3.38
3114,CeBC,0.0
3115,KAg2,0.0
3116,BaGa2SiSe6,2.88
3117,ErNi4Au,0.0
3118,ZnO,3.46
3119,HoB2Rh3,0.0
3120,CuI,3.1
3121,NdTlAg2,0.0
3122,PtS2,0.75
3123,Zn2BIr2,0.0
3124,CuInSe2,0.95
3125,K4P8Te4,1.4
3126,CeAl2Zn2,0.0
3127,TlInS2,2.52
3128,LiTm2Ru,0.0
3129,TiCoSb,0.95
3130,PbSe0.9S0.1,0.27
3131,PbSe,0.22
3132,SnSe,0.9
3133,CdS,2.55
3134,CaOsO3,0.0
3135,V2Sb(PO4)3.167,0.0
3136,Ti10O11,0.0
3137,Cd3P2,0.55
3138,Ba2BiGaS5,2.38
3139,NdTe2,0.48
3140,Pb0.59Ge0.41Te,0.49
3141,NdInAu,0.0
3142,Li2PrP2,0.0
3143,Ni23B6,0.0
3144,Fe2P3B1O12,3.52
3145,LuAlAg2,0.0
3146,NiI,0.0
3147,Y3Al3NiGe2.189,0.0
3148,CaMgSn,0.0
3149,ZnO,3.2
3150,Rb5W18O54,0.0
3151,Fe2Te3,0.34
3152,CsYCdSe3,2.58
3153,FeI2,5.15
3154,NdScGe,0.0
3155,CdSe,1.77
3156,In11Cu9Se20,0.0
3157,Hf5Sb3,0.0
3158,BaZn5,0.0
3159,KI,6.31
3160,MgSbPt,0.0
3161,CsInI3,0.0
3162,CdS,2.58
3163,Li3Mn(CuO3)2.12,0.0
3164,ZrNi4P2,0.0
3165,Eu2SnSe5,1.07
3166,Pb0.85Ge0.15Te,0.36
3167,Pb0.94Se0.94Sn0.06Se0.06,0.22
3168,Cu3Ta7O19,2.47
3169,Ca2Mn9O13,0.0
3170,YH2NO5,4.83
3171,CdSe,2.18
3172,In6Se7,0.64
3173,OsP2,1.2
3174,La2Pr2O7,0.0
3175,V3Re,0.0
3176,GaAs0.1P0.9,1.22
3177,Rb3Tm,0.0
3178,Bi8Te7S5,0.4
3179,Ag8SnSe6,0.71
3180,Pb0.9Sn0.1Se,0.08
3181,InSe,1.29
3182,Ag2VI3O11,2.16
3183,CeMn2Ge2,0.0
3184,Pb4Ga5GeSe12,1.91
3185,CdGeAs2,0.85
3186,NaSbP2S6,2.25
3187,OsS2,2.0
3188,Sc2O3,6.0
3189,SmTe,0.22
3190,Sr4V2Se6O21,2.66
3191,Li2Fe2(PO4)3.15,0.0
3192,CaTi4O8,0.0
3193,TlInTe2,0.7
3194,CdSe,1.67
3195,ZnFe2N2,0.0
3196,Bi2Mo2Se2O13,3.15
3197,ThO2,3.3
3198,AgAu3,0.0
3199,PrErIn2,0.0
3200,ScCoO3,0.0
3201,Zn3V2TeO10,2.96
3202,InAs,0.47
3203,EuNiGe3,0.0
3204,CuInSe2,0.96
3205,Sn3WO6,2.49
3206,ErZn12,0.0
3207,YVTeO10,2.2
3208,BiSCl,1.93
3209,GaS,2.5
3210,RbBi3Se5,0.8
3211,PbI2,2.41
3212,Ho3GaC,0.0
3213,Ce4Si3Rh4,0.0
3214,CuFeS2,0.53
3215,GaSe,2.09
3216,LuSi2Os2,0.0
3217,AgS,1.34
3218,ZnSe,2.82
3219,Yb4Sb3,0.0
3220,CsTm9Cd4Se18,2.16
3221,AgInSe2,1.25
3222,Hf3Zn3N,0.0
3223,NaNO2,2.99
3224,SiSe2,1.73
3225,CrCoPt2,0.0
3226,GaTe,1.7
3227,Bi6Cu3S10I,0.72
3228,RbPdF3,0.0
3229,Er5Si3,0.0
3230,LaCuOS,3.1
3231,Pb0.8Ge0.2Se,0.35
3232,TiNiSb,0.42
3233,TmTl,0.0
3234,KBr,7.6
3235,BiFSeO3,3.83
3236,BaB2Rh2,0.0
3237,TlGaSe2,1.65
3238,TaInNi,0.0
3239,CaAl8Co2,0.0
3240,MoO3,3.7
3241,LaSb,0.8
3242,Ce8U2O21,0.0
3243,Cd4Sb2I3,1.83
3244,Cs2SnP2Se6,2.06
3245,As2S3,2.21
3246,BaGa2GeSe6,2.22
3247,CdTe,1.52
3248,Li3Fe(SbO3)4.1,0.0
3249,Pb0.99TeTl0.01,0.59
3250,PbI2,3.01
3251,In0.7P0.7Ga0.3As0.3,1.58
3252,Lu2Al3Co,0.0
3253,InSb0.5As0.5,0.1
3254,Li15Mn2O12,0.0
3255,EuVO4,3.26
3256,Cd3P2,0.52
3257,K2CsSb,1.2
3258,Sr8Mn3N9,0.0
3259,Ag3AsSe3,2.24
3260,CrH9(CN2)3.2,0.0
3261,Sm2Tl,0.0
3262,U2Al3C4,0.0
3263,TlSe,0.74
3264,Na8Al8Si38,0.64
3265,Ba3CdSn2S8,2.75
3266,InAs,0.41
3267,Li2PtO3,2.3
3268,Al2Se3,3.15
3269,PbS,0.41
3270,LiSiPd2,0.0
3271,SrCd,0.0
3272,In0.3Al0.7P,2.3
3273,OsSb2,0.21
3274,USbSe,0.0
3275,Zn0.4Hg0.6Se,0.42
3276,La4Co3O10,0.0
3277,CuI,2.8
3278,BaPdI4O12,1.97
3279,Sm3S3BO3,2.5
3280,FeSi2,0.95
3281,AlBi,0.4
3282,La20Mo12O63Cl4,2.4
3283,TbBe13,0.0
3284,RbF,10.4
3285,CuF,0.0
3286,Sb2S3,1.67
3287,Ga0.99Al0.01P,2.27
3288,HgGa2Se4,1.95
3289,RbSbS2,2.1
3290,CdSe,1.73
3291,Ba3BSbS6,2.62
3292,Ba2GaDyTe5,1.13
3293,DySnRu2,0.0
3294,LaIn4Au2,0.0
3295,CaGaAu3,0.0
3296,ICl2,0.0
3297,Yb3Ti3O14,0.0
3298,Si2Ni6B,0.0
3299,La2O3,5.4
3300,RbGaSnSe4,1.88
3301,Li4VF7,0.0
3302,Cs5P5Se12,2.17
3303,Cu2O,2.58
3304,Ba3BSbSe6,1.89
3305,Ga8Cu3Mo2,0.0
3306,ZnS,3.74
3307,Sr2GaCo2O7.46,0.0
3308,Pt3Pb,0.0
3309,Sb2S3,1.63
3310,Ag3SbS3,2.17
3311,GeSe2,2.3
3312,LiTmSn,0.0
3313,GaAs2W,0.0
3314,CsInTe3O8,3.9
3315,GaAs0.2Sb0.8,1.02
3316,Pm2LiSi,0.0
3317,K2Al2B2O7,6.89
3318,Cd0.01Te0.01Al0.99Sb0.99,2.21
3319,ErAgSn,0.0
3320,Fe2O2F3,0.0
3321,TbInIr,0.0
3322,SrNi5As3,0.0
3323,Bi3Ge3O10.5,3.3
3324,CoP3,0.45
3325,SmCo2,0.0
3326,CdAsPd5,0.0
3327,InSe,1.19
3328,RbBi3Se4Te,0.8
3329,Hg2Cl2,2.84
3330,Tl2Cu2SnS4,1.4
3331,Y3Tm,0.0
3332,K2CuIn3Se6,1.68
3333,In2Se3,0.97
3334,LiMgBi,0.4
3335,Ru2Si3,0.7
3336,SrAg,0.0
3337,Sm2Sc3,2.3
3338,HfC,0.0
3339,Mn2OF3,0.0
3340,Ba3InS4Cl,3.42
3341,Li2V3CrO8.166,0.0
3342,Mg3As2,2.6
3343,TlPrSe2,1.18
3344,Sm4Al23Ni6,0.0
3345,RbHg3,0.0
3346,K10Sn3P8Se24,1.82
3347,BaTi4O8,0.0
3348,Zr2Ni12P7,0.0
3349,GeO2,5.63
3350,RbCl,8.1
3351,Bi2CrI2O11,2.4
3352,Yb4Sb2S11.25,1.71
3353,Cu3SmTe3,0.23
3354,Hg3PS4,2.03
3355,Mn3Cr3(CoO8)2.8,0.0
3356,KFe2BiO5,1.76
3357,TiV4CuO12.5,0.0
3358,Yb2O3,5.22
3359,CdSe,1.84
3360,PbGa2SiSe6,2.17
3361,Ba5Bi3,0.0
3362,Mo5O14,0.0
3363,HoMn6Sn6,0.0
3364,YbAl2Si2,0.0
3365,Pm2LiAl,0.0
3366,BeS,4.17
3367,Ce3B2(ClO2)3.176,0.0
3368,BaIn2Ir,0.0
3369,La1.86Tb1.14Ga1.67S7,2.67
3370,As2Se3,1.77
3371,ScSbRu2,0.0
3372,SiTe2,2.18
3373,HfAlPd2,0.0
3374,TaPd3,0.0
3375,Mn2Tl2O7,0.0
3376,Ge40.0Te5.3I8,0.8
3377,InSe,1.26
3378,Na2UI6,0.0
3379,InSe,1.35
3380,BaLa2In2Se7,1.66
3381,Cu3ScSe3,0.3
3382,Cu0.9Ga1.1Se2.1,1.59
3383,BaClBF4,6.89
3384,ZrTiF6,0.0
3385,Sm4U4O17,0.0
3386,Cu2Se,1.29
3387,Ag2BBr,0.0
3388,NiO,4.0
3389,GeS,1.8
3390,YbSb2S4,1.12
3391,YSi2Ru2,0.0
3392,Li3Cr3(CuO6)2.14,0.0
3393,Nd2IrPd,0.0
3394,YScO2,0.0
3395,GaTe,1.69
3396,Pb0.61Ge0.39Te,0.56
3397,GaAs,1.48
3398,La3Ge3Br2,0.0
3399,Ca3SbN,0.0
3400,BaGa4S7,3.54
3401,AlP,2.51
3402,RbIn4,0.0
3403,CdSb,0.57
3404,Y2Ru2O7,0.0
3405,LiCa2In,0.0
3406,Li4Rb3B7O14,6.53
3407,Ca5Au2,0.0
3408,ZnIn2Se4,1.95
3409,Ca2Sn,0.9
3410,NaCl,8.5
3411,BaB6,2.64
3412,K2AgIn3Se6,1.64
3413,Bi2AsO4Cl,3.43
3414,BaZn2As2,0.23
3415,Li2V3FeO8.8,0.0
3416,AgI,2.8
3417,Li4Fe2Cu3O10.2,0.0
3418,ThS,0.0
3419,Sr7Bi23O40,0.0
3420,SiHg3,0.0
3421,K4Sn3Ce3S14,2.46
3422,BSe2Cl,0.0
3423,SrNi2(PO4)2.2,0.0
3424,DyAgGe,0.0
3425,RbTa3Te2O12,3.88
3426,Mg2AgIr,0.0
3427,In3Au10,0.0
3428,Sc2P3O12,0.0
3429,KLu,0.0
3430,TmAlCu,0.0
3431,Na9W16O48,0.0
3432,Cd0.99Te0.99Al0.01Sb0.01,1.6
3433,V2O5,2.32
3434,GaTe,1.63
3435,LiScHg2,0.0
3436,CuFeSe2,0.16
3437,LiBiS2,0.19
3438,Cr2CuS4,0.0
3439,CuGaTe2,1.0
3440,Mg3Ga7Co2,0.0
3441,DyB6,3.3
3442,AgInSe2,1.22
3443,AgTlSe2,0.72
3444,DyFeSi,0.0
3445,YbI3O9,0.0
3446,Mn2GaW,0.0
3447,Bi2S3,1.3
3448,AgInSe2,1.18
3449,CdTe,1.6
3450,AgSO4,0.18
3451,CdF2,6.0
3452,HgSc,0.24
3453,LiTlPd2,0.0
3454,Cu3TbTe3,0.46
3455,MoO3,3.54
3456,Ti9O10,0.0
3457,Na2ZnGe2S6,3.25
3458,PtSb2,0.05
3459,LiBiS2,0.18
3460,Mn3V2(SiO4)3.230,0.0
3461,GeSe,1.16
3462,NbSiIr,0.0
3463,FePd3,0.0
3464,SnB,0.0
3465,KV6O11,0.0
3466,KAlGeS4,3.5
3467,Ho2GeS5,2.5
3468,CdS,2.5
3469,ZrSe3,1.6
3470,Zn0.01Cd0.99Se,2.4
3471,Er5Bi3,0.0
3472,HfGaCo2,0.0
3473,SiSe2,1.72
3474,Sb2Se3,1.15
3475,CeCdAu2,0.0
3476,Cu2MgSiS4,3.2
3477,CoSb2,0.2
3478,BaAu2,0.0
3479,PbSbBS4,1.8
3480,PmMgRh2,0.0
3481,Ag3SbS3,2.17
3482,TmSb,0.0
3483,Se0.5Te0.5,1.0
3484,Tl2TeBr6,2.06
3485,Si2NiP3,0.0
3486,KCu3S2,1.46
3487,Sc2FeB2Ir5.127,0.0
3488,Pr2.48Tb0.52Ga1.67S7,2.61
3489,V3As2O9,0.76
3490,Yb2Ce8O19,0.0
3491,InP,1.42
3492,La4In5S13,0.0
3493,InSb,0.22
3494,RhSSe,0.7
3495,MnTe9,2.0
3496,LuSiIr,0.0
3497,Cd3P2,0.56
3498,Ga1.1Sb0.9Se0.3,0.67
3499,Eu2C(NO)2.164,0.0
3500,GaSb,0.72
3501,Pb2B3O7.5H2,4.42
3502,Pb0.85Sn0.15Se,0.14
3503,Mg2TiIrO6.14,0.0
3504,Na2GdP2O8,4.19
3505,BiI3,1.8
3506,HoIn3S6,1.23
3507,LaTaN2O,2.0
3508,Sr2YReO6.225,0.0
3509,Cs2SeClF6.225,0.0
3510,InP2S4,2.75
3511,Bi2Te2SO10,3.6
3512,CdS0.65Se0.35,2.13
3513,CeSI,0.0
3514,Gd1.05Sc0.95Se3,1.2
3515,Ca2Co9O13,0.0
3516,RbCd4In5Se12,1.57
3517,CsSmZnSe3,2.43
3518,Ba4Sb3S8Cl,2.09
3519,PbSe0.5S0.5,0.33
3520,PH2NO2.67,0.0
3521,CrNiP2O9.62,0.0
3522,InP,1.5
3523,Li2Fe3NiO8.160,0.0
3524,GaSe,2.12
3525,ZnIn2Te4,1.95
3526,Rb6O,0.0
3527,Fe6W6C,0.0
3528,LiSnAu,0.0
3529,HgO,2.48
3530,Y3Si3Pd2,0.0
3531,CeSiIr,0.0
3532,Cs3Nb9Te4O32,3.22
3533,As2Te3,1.59
3534,RbPbPO4,4.35
3535,AlB12,1.9
3536,Na8PO3,0.0
3537,Cs2TiAg2S4,2.44
3538,Tl3VS4,1.7
3539,Ga2Se3,2.05
3540,GaSb,0.73
3541,LaP3,0.0
3542,CdSe,1.87
3543,GaAs,1.51
3544,AgGaS2,2.73
3545,CaLa2S4,2.7
3546,CdIn2Se4,1.3
3547,In2O3,2.8
3548,TaPt3,0.0
3549,Cu2CdSnS4,1.37
3550,BaGa2SnSe6,1.95
3551,NdO2,0.0
3552,K4Nb2S11,1.96
3553,InSe,1.2
3554,Nb3In,0.0
3555,TmH2,0.0
3556,Th2GeSe2,1.98
3557,GaN,3.5
3558,Li2MnCo3O8.186,0.0
3559,HoBi2O6,0.0
3560,Ca2SmTaO6,3.45
3561,La3Te4,0.43
3562,Ga2S3,2.8
3563,AlSb,1.62
3564,CoPS,0.4
3565,CeMgZn2,0.0
3566,Ba2Ga8GeS16,3.0
3567,CuIn3Te5,1.01
3568,Ga0.01As0.01Zn0.99Se0.99,2.59
3569,Ga0.01P0.01Zn0.99Se0.99,2.6
3570,V2O5,2.3
3571,Te2Mo(WS2)3.156,0.0
3572,PdSe2,0.4
3573,CdGeP2,1.8
3574,GeAs2,1.1
3575,K2AgSnSe4,1.8
3576,K10Fe4Sn4S17,2.2
3577,Zn0.43Cd0.57Se,2.9
3578,LiNi4O8,0.0
3579,Mg3Mn2Al18,0.0
3580,ZrNiSn,0.0
3581,Sr3Sn4Ir4,0.0
3582,TlBr,2.64
3583,Cu2CdGeS4,2.05
3584,HoCu2O4,0.0
3585,CsNb6I11,0.0
3586,CsAu,2.3
3587,CsGa7,0.0
3588,Sc6FeSb2,0.0
3589,CdSnAs2,0.3
3590,Mg2SiPt,0.0
3591,MnCdO2,0.0
3592,Tl3Ir,0.0
3593,CsZn2B3O7,5.69
3594,CuZr1.86S4,1.26
3595,CdSnAs2,0.5
3596,SnP3O9,0.0
3597,Tl2InGaTe4,0.88
3598,CuI,3.12
3599,SiP,2.0
3600,CuIn3Se5,0.6
3601,PbSe,0.31
3602,K6Nb1.07Ta2.93S22,1.88
3603,Ca3Au4,0.0
3604,Hg0.8Cd0.2Se,1.1
3605,Li3Mn2(PO4)3.12,0.0
3606,SbSeI,1.63
3607,PbSe,0.15
3608,PbBr2,3.2
3609,Zn3Cd,0.0
3610,Mn2VSi,0.0
3611,CdAg,0.0
3612,Hg0.8Zn0.2Te,0.08
