task_id,composition,band_gap
mp-505705,TlV3Cu5O13,0.017900000000000027
mp-18996,TlV3O8,2.003
mp-1104896,TlV5S8,0.0
mp-568903,TlV5Se8,0.0
mp-1216703,TlV6PSe7,0.0
mp-1206817,TlVCl3,0.3299000000000003
mp-565860,TlVH6SO9,2.7835
mp-25153,TlVO3,2.9722
mp-1198231,TlVPO6,0.2723
mp-1208048,TlVSeO5,2.4252
mp-639714,TlVTeO5,2.3593999999999995
mp-866385,TlW2(Cl3O)2,0.0
mp-530709,TlW3Br7,2.3106
mp-1187621,TlWO3,0.0
mp-557589,TlZn(PO3)3,4.5196
mp-1187566,TlZn3,0.0
mp-18578,TlZnAsO4,3.1473000000000004
mp-998745,TlZnF3,3.9139
mp-18168,TlZnPO4,3.8952
mp-23146,TlZnSClO4,4.357100000000001
mp-972121,Tm(Al2Cr)4,0.0
mp-865864,Tm(Al2Cu)4,0.0
mp-1208007,Tm(Al5Fe)2,0.0
mp-1208145,Tm(Al5Re)2,0.0
mp-979041,Tm(AlC)3,0.057500000000000114
mp-1216674,Tm(AlCr)6,0.0
mp-1216745,Tm(AlCu)6,0.0
mp-1216757,Tm(AlFe)6,0.0
mp-1208249,Tm(AsO)2,0.0
mp-10857,Tm(BC)2,0.0
mp-1178924,Tm(BIr)4,0.0
mp-680717,Tm(BO2)3,5.7593000000000005
mp-1105638,Tm(BRh)4,0.0
mp-1197448,Tm(BRu)4,0.0
mp-772186,Tm(ClO4)3,5.7725
mp-1205300,Tm(Co2B)6,0.0
mp-1207971,Tm(Co2Ge)2,0.0
mp-5983,Tm(CoGe)2,0.0
mp-3262,Tm(CoSi)2,0.0
mp-567243,Tm(CrSi)2,0.0
mp-567808,Tm(CuGe)2,0.0
mp-754220,Tm(CuO2)2,0.0
mp-1018640,Tm(CuS)2,0.0
mp-1216740,Tm(CuS)3,1.2881
mp-4903,Tm(CuSi)2,0.0
mp-640889,Tm(CuTe)3,0.3841000000000001
mp-1103568,Tm(Fe2Ge)2,0.0
mp-1104799,Tm(Fe2Si)2,0.0
mp-12076,Tm(FeB)2,0.0
mp-4660,Tm(FeGe)2,0.0
mp-1197758,Tm(FeGe)6,0.0
mp-1077874,Tm(FeO2)2,0.0
mp-2938,Tm(FeSi)2,0.0
mp-1104538,Tm(FeSn)6,0.0
mp-570843,Tm(GeRh)2,0.0
mp-1192459,Tm(GeRh2)2,0.0
mp-570907,Tm(GeRu)2,0.0
mp-780425,Tm(HO)3,4.3017
mp-1208098,Tm(IO3)3,3.5459000000000005
mp-972093,Tm(Mg4Al3)4,0.0
mp-1216785,Tm(MnAl)6,0.0
mp-3985,Tm(MnGe)2,0.0
mp-5641,Tm(MnGe)6,0.0
mp-1207007,Tm(MnSi)2,0.0
mp-4298,Tm(MnSn)6,0.0
mp-1103493,Tm(Mo3S4)2,0.0
mp-1105008,Tm(Mo3Se4)2,0.0
mp-1203703,Tm(NO3)3,3.2789
mp-1104519,Tm(Ni2As)2,0.0
mp-4195,Tm(NiGe)2,0.0
mp-570100,Tm(NiP)2,0.0
mp-1208250,Tm(PO)2,0.0
mp-1200186,Tm(PO3)3,5.6718
mp-4469,Tm(SiNi)2,0.0
mp-542391,Tm(SiNi5)2,0.0
mp-570217,Tm(SiOs)2,0.0
mp-571485,Tm(SiPd)2,0.0
mp-7108,Tm(SiPt)2,0.0
mp-8528,Tm(SiRh)2,0.0
mp-568371,Tm(SiRu)2,0.0
mp-1025238,Tm(TiGa2)2,0.0
mp-1209436,Tm(TlTe2)3,0.0
mp-637436,Tm10In20Co9,0.0
mp-1199794,Tm10In20Ni9,0.0
mp-567795,Tm10In20Rh9,0.0
mp-1204728,Tm10Mn13C18,0.0
mp-1204382,Tm10S19,0.5255000000000001
mp-685862,Tm10Ti6O27,1.9487
mp-14326,Tm11(Ni10C)6,0.009200000000000765
mp-1202074,Tm11Cd45,0.019699999999999832
mp-1203550,Tm11Ge10,0.0
mp-1199158,Tm11Sn10,0.0
mp-1208126,Tm12Al7Si,0.0
mp-1208024,Tm12Co5Bi,0.0
mp-1208135,Tm12Fe2Pb3,0.0
mp-1208192,Tm12In2Fe3,0.0
mp-1202379,Tm13Zn58,0.021300000000000097
mp-1204458,Tm15C19,0.0
mp-637631,Tm15S22,0.0
mp-1207988,Tm2(Al3Ir)3,0.0
mp-1207996,Tm2(Al3Pd)3,0.0
mp-1208005,Tm2(Al3Rh)3,0.0
mp-1216756,Tm2(B2Rh3)3,0.0
mp-1205483,Tm2(CN2)3,2.4961
mp-1194327,Tm2(Ga3Co)3,0.0
mp-1208073,Tm2(Ga3Ir)3,0.0
mp-1208059,Tm2(Ga3Rh)3,0.0
mp-1208027,Tm2(Ga3Ru)3,0.0
mp-1208107,Tm2(GePt3)3,0.0
mp-1203887,Tm2(Ni2B)5,0.0
mp-1203552,Tm2(Ni5B3)3,0.0
mp-21608,Tm2(Ni7B2)3,0.04679999999999929
mp-1208214,Tm2(SO4)3,5.8559
mp-773398,Tm2(WO4)3,4.7507
mp-684691,Tm23Se32,0.0
mp-1187588,Tm2AgAu,0.0
mp-979176,Tm2AgHg,0.0
mp-865300,Tm2AgIr,0.0
mp-865279,Tm2AgOs,0.0
mp-865281,Tm2AgPt,0.0
mp-865282,Tm2AgRu,0.0
mp-1207047,Tm2AgSb3,0.11000000000000032
mp-1198100,Tm2Al2Fe15,0.0
mp-12005,Tm2Al3Si2,0.0
mp-1208050,Tm2AlGe3,0.0
mp-1069611,Tm2AlNi2,0.0
mp-1187586,Tm2AlRu,0.0
mp-10530,Tm2AlSi2,0.0
mp-979012,Tm2AlZn,0.0
mp-1095690,Tm2Au,0.0
mp-1203429,Tm2B6Os,0.0
mp-1208020,Tm2B6Rh,0.0
mp-1196973,Tm2B6Ru,0.0
mp-1208014,Tm2Be2GeO7,4.3777
mp-1207992,Tm2Be2SiO7,5.0677
mp-979042,Tm2BeOs,0.0
mp-1216546,Tm2C,0.0
mp-13039,Tm2C(NO)2,4.0299
mp-9545,Tm2C3,0.0
mp-1079644,Tm2CdGe2,0.0
mp-865302,Tm2CdIn,0.0
mp-865284,Tm2CdOs,0.0
mp-1207238,Tm2CdPd2,0.0
mp-4324,Tm2CdS4,1.1768
mp-14620,Tm2CdSe4,0.6581000000000001
mp-979046,Tm2Co12P7,0.0
mp-1196360,Tm2Co17,0.0
mp-971855,Tm2Co3Si5,0.0
mp-1190854,Tm2Co7B3,0.0
mp-979043,Tm2CoCu,0.0
mp-1079667,Tm2CoGe2,0.0
mp-865309,Tm2CoIr,0.0
mp-865303,Tm2CoOs,0.0
mp-865304,Tm2CoRu,0.0
mp-1205659,Tm2CoSi2,0.0
mp-1025181,Tm2Cr2C3,0.0
mp-18576,Tm2Cu(B2O5)2,0.6612999999999998
mp-1208000,Tm2Cu(GeO3)4,0.8997999999999997
mp-3120,Tm2Cu2O5,0.30810000000000004
mp-979044,Tm2CuAu,0.0
mp-865307,Tm2CuIr,0.0
mp-1216598,Tm2CuO4,0.0
mp-865306,Tm2CuOs,0.0
mp-979045,Tm2CuPd,0.0
mp-865317,Tm2CuPt,0.0
mp-1187608,Tm2CuRh,0.0
mp-865319,Tm2CuRu,0.0
mp-1207358,Tm2CuSb3,0.1285999999999996
mp-977593,Tm2CuTc,0.0
mp-1190707,Tm2Fe12P7,0.0
mp-5861,Tm2Fe14B,0.0
mp-570414,Tm2Fe14C,0.0
mp-1200417,Tm2Fe15Si2,0.0
mp-30640,Tm2Fe17,0.0
mp-1191478,Tm2Fe17C3,0.0
mp-1208090,Tm2Fe17H3,0.0
mp-9211,Tm2Fe2Si2C,0.0
mp-1196684,Tm2Fe3Si5,0.0
mp-7085,Tm2FeC4,0.0
mp-1206971,Tm2FeSi2,0.0
mp-1203778,Tm2Ga2Fe15,0.0
mp-1216524,Tm2Ga3Cu,0.0
mp-1197720,Tm2Ga3Fe14,0.0
mp-1216720,Tm2Ga3Ni,0.0
mp-1102278,Tm2Ga8Co,0.0
mp-672257,Tm2Ga8Fe,0.0
mp-1187631,Tm2GaCu,0.0
mp-865339,Tm2GaOs,0.0
mp-1187575,Tm2GaRu,0.0
mp-14708,Tm2Ge2O7,3.7188
mp-1106021,Tm2Ge5Rh3,0.0
mp-1106240,Tm2Ge5Ru3,0.07769999999999921
mp-770409,Tm2GeO5,3.9474000000000014
mp-865340,Tm2HgOs,0.0
mp-1207943,Tm2I2O,0.0
mp-646456,Tm2In8Co,0.0
mp-1216746,Tm2InAg,0.0
mp-1078625,Tm2InAu2,0.0
mp-1078916,Tm2InCu2,0.0
mp-1187823,Tm2InHg,0.0
mp-1068283,Tm2InNi2,0.0
mp-865341,Tm2InOs,0.0
mp-21205,Tm2InPd2,0.0
mp-865343,Tm2IrOs,0.0
mp-1187565,Tm2IrPt,0.0
mp-866085,Tm2IrRh,0.0
mp-865381,Tm2IrRu,0.0
mp-865323,Tm2Mg,0.0
mp-971707,Tm2Mg2O5,2.1944
mp-865356,Tm2MgAl,0.0
mp-1187598,Tm2MgCd,0.0
mp-865403,Tm2MgGe2,0.0
mp-865359,Tm2MgIn,0.0
mp-865360,Tm2MgIr,0.0
mp-1206769,Tm2MgNi2,0.0
mp-865361,Tm2MgOs,0.0
mp-1232279,Tm2MgS4,1.8841
mp-15802,Tm2MgSe4,1.4057000000000002
mp-865449,Tm2MgTc,0.0
mp-1207960,Tm2MgTiO6,3.2332
mp-1217086,Tm2Mn12InSn11,0.0
mp-1190589,Tm2Mn12P7,0.0
mp-1208144,Tm2Mn17C3,0.0
mp-769918,Tm2Mn2O7,0.9966
mp-1216807,Tm2Mn3Sb3O14,1.1650999999999998
mp-505330,Tm2Mn3Si5,0.0
mp-1207962,Tm2MnC4,0.0
mp-865451,Tm2MnOs,0.0
mp-674783,Tm2MnS4,0.9512999999999998
mp-1025369,Tm2Mo2C3,0.0
mp-1208057,Tm2Mo4O15,3.3083
mp-510302,Tm2MoO6,2.1664
mp-1202811,Tm2N3,0.0
mp-756751,Tm2Nb2O7,0.0
mp-972759,Tm2Ni12As7,0.0
mp-541971,Tm2Ni12P7,0.0
mp-11527,Tm2Ni17,0.0
mp-1206382,Tm2Ni2Pb,0.0
mp-1095204,Tm2Ni2Sn,0.0
mp-11581,Tm2NiAs2,0.0
mp-865365,Tm2NiIr,0.0
mp-865368,Tm2NiOs,0.0
mp-1187625,Tm2NiPt,0.0
mp-865367,Tm2NiRu,0.0
mp-1208122,Tm2NiRuO6,0.0
mp-1079270,Tm2NiSn6,0.0
mp-865369,Tm2OsAu,0.0
mp-865374,Tm2OsPd,0.0
mp-865375,Tm2OsRh,0.0
mp-865383,Tm2OsRu,0.0
mp-772232,Tm2P4O13,5.6294
mp-752411,Tm2Pb2O7,0.9136999999999996
mp-1217268,Tm2PbS4,2.1819
mp-1187634,Tm2Pd2O5,0.0
mp-581968,Tm2Pd2Pb,0.0
mp-1187605,Tm2PdAu,0.0
mp-865380,Tm2PdPt,0.0
mp-1187639,Tm2PdRh,0.0
mp-865384,Tm2PdRu,0.0
mp-1102133,Tm2Pt,0.0
mp-1101257,Tm2Pt2O7,1.5666999999999995
mp-1187583,Tm2PtRh,0.0
mp-1200427,Tm2Re3Si5,0.0
mp-1195760,Tm2ReB6,0.0
mp-1105554,Tm2ReC2,0.0
mp-1187585,Tm2RuAu,0.0
mp-866119,Tm2RuPt,0.0
mp-866122,Tm2RuRh,0.0
mp-8763,Tm2S2O,2.6947
mp-18529,Tm2S3,2.2738000000000005
mp-1208357,Tm2S3O20,0.3026
mp-3556,Tm2SO2,3.0985
mp-777990,Tm2Sb2O7,2.1304
mp-1216529,Tm2SbTe,0.0
mp-1208051,Tm2Sc3Si4,0.0
mp-1189318,Tm2Se3,1.3695
mp-753920,Tm2SeO2,2.1147
mp-1095467,Tm2Si2O7,4.7905000000000015
mp-1208008,Tm2Si3Pd,0.0
mp-1188982,Tm2Si4Mo3,0.0
mp-1189601,Tm2Si5Ni3,0.0
mp-1216853,Tm2Si9B36C,1.2062
mp-17704,Tm2SiO5,4.591100000000001
mp-3334,Tm2Sn2O7,2.6486
mp-1188107,Tm2SnAu2,0.0
mp-1187589,Tm2TcAg,0.0
mp-1188133,Tm2Te3,0.5684
mp-557354,Tm2Te4O11,3.2138
mp-1104890,Tm2Te5,0.0
mp-555236,Tm2Te5O13,3.0624
mp-1101266,Tm2TeO2,0.4430999999999994
mp-772191,Tm2TeO6,3.0533
mp-1216554,Tm2TeS2,1.9101000000000004
mp-1216965,Tm2Ti12(CuO4)9,0.31159999999999943
mp-771323,Tm2Ti2O7,2.9789000000000003
mp-1216796,Tm2TiCuO6,0.0
mp-752579,Tm2TiO5,3.2759
mp-866120,Tm2TlAg,0.0
mp-977589,Tm2TlCd,0.0
mp-981381,Tm2TlHg,0.0
mp-1187601,Tm2TlZn,0.0
mp-19036,Tm2V2O7,1.1145000000000005
mp-778814,Tm2WO6,3.6258
mp-30714,Tm2Zn17,0.0
mp-1187587,Tm2ZnAu,0.0
mp-971982,Tm2ZnCu,0.0
mp-1187650,Tm2ZnIn,0.0
mp-865237,Tm2ZnIr,0.0
mp-1187599,Tm2ZnPd,0.0
mp-865338,Tm2ZnPt,0.0
mp-972022,Tm2ZnRh,0.0
mp-865351,Tm2ZnRu,0.0
mp-17043,Tm2ZnS4,2.38
mp-865401,Tm2ZnTc,0.0
mp-753905,Tm2Zr2O7,2.2464000000000004
mp-676820,Tm2Zr8O19,2.4415
mp-1207816,Tm3(Al3Os)4,0.0
mp-1191848,Tm3(AlNi3)2,0.0
mp-568519,Tm3(CuGe)4,0.0
mp-1102518,Tm3(CuSi)4,0.0
mp-1095591,Tm3(CuSn)4,0.0
mp-1095685,Tm3(FeGe)4,0.0
mp-1192294,Tm3(GaNi3)2,0.0
mp-9694,Tm3(GePd)4,0.0
mp-1208062,Tm3(GeRh)2,0.0
mp-1206804,Tm3(In2Co)2,0.0
mp-1208086,Tm3(P3Pd10)2,0.0
mp-1208001,Tm3(SbPd2)4,0.0
mp-1208056,Tm3(Si3Pd10)2,0.0
mp-1192110,Tm3(SiNi3)2,0.0
mp-1187635,Tm3Al,0.0
mp-982635,Tm3Al2,0.0
mp-1208102,Tm3Al5O12,4.874199999999999
mp-574239,Tm3AlC,0.0
mp-1018641,Tm3AlN,0.0
mp-1192029,Tm3AlNi8,0.0
mp-558534,Tm3B5O12,5.3919
mp-1191016,Tm3B7W,0.05090000000000039
mp-1205180,Tm3C4,0.0
mp-16092,Tm3Co29(Si2B5)2,0.012199999999999987
mp-1207965,Tm3Co2Si3,0.0
mp-1202164,Tm3Co4Ge13,0.0
mp-1208101,Tm3CrS6,0.28610000000000024
mp-1208427,Tm3Cu20Sb11,0.0
mp-1208100,Tm3Fe2Ge3,0.0
mp-1207959,Tm3Fe2Si3,0.0
mp-1208209,Tm3Fe5O12,1.8709
mp-12838,Tm3FeSi3,0.0
mp-982016,Tm3Ga,0.0
mp-1202141,Tm3Ga2,0.0
mp-1216665,Tm3Ga2Ge3,0.0
mp-30677,Tm3Ga5,0.0
mp-1206164,Tm3Ga5Ni,0.0
mp-1208125,Tm3Ga5O12,3.3429
mp-1104238,Tm3Ga8Ir3,0.0
mp-1104655,Tm3Ga8Rh3,0.0
mp-1103880,Tm3Ga9Pt2,0.0
mp-1187648,Tm3Ge,0.0
mp-1200060,Tm3Ge13Ir4,0.0
mp-1200122,Tm3Ge13Os4,0.0
mp-1194768,Tm3Ge13Pt4,0.0
mp-1201940,Tm3Ge13Rh4,0.0
mp-1201204,Tm3Ge13Ru4,0.0
mp-1105861,Tm3Ge3Ru2,0.0
mp-1104486,Tm3Ge4,0.0
mp-1187636,Tm3Hg,0.0
mp-1187699,Tm3In,0.0
mp-21292,Tm3InC,0.0
mp-19847,Tm3InN,0.0
mp-1203475,Tm3InS6,1.1369999999999996
mp-972416,Tm3Lu,0.0
mp-1216590,Tm3Mg,0.0
mp-570450,Tm3Mn3Ga2Si,0.0
mp-1005955,Tm3Ni7B2,0.0
mp-1187903,Tm3Np,0.0
mp-971958,Tm3P,0.0
mp-971957,Tm3Pb,0.0
mp-22542,Tm3PbC,0.0
mp-1104675,Tm3Pd4,0.0
mp-1189442,Tm3Pt,0.0
mp-1105001,Tm3Pt4,0.0
mp-865404,Tm3ReB7,0.0
mp-17861,Tm3Sb,0.0
mp-1188981,Tm3Sb4Au3,0.5947000000000005
mp-768450,Tm3Sb5O12,3.1089
mp-1207835,Tm3SbO7,2.8435999999999995
mp-1187674,Tm3Sc,0.0
mp-1207916,Tm3Sc2Al3O12,4.5478000000000005
mp-979933,Tm3Si,0.0
mp-1195989,Tm3Si11Pt23,0.0
mp-1207982,Tm3Si3Ni,0.0
mp-1187649,Tm3Sn,0.0
mp-21888,Tm3SnC,0.11080000000000023
mp-769931,Tm3TaO7,3.3792
mp-971831,Tm3Th,0.0
mp-1187672,Tm3Tl,0.0
mp-22556,Tm3TlC,0.0
mp-1207062,Tm3TlS6,0.0
mp-971833,Tm3V,0.0
mp-772919,Tm4(B2O5)3,5.683299999999999
mp-1208108,Tm4Al2O9,4.1536
mp-1095577,Tm4B3C4,0.0
mp-1202632,Tm4BClO7,4.7688
mp-1208012,Tm4CdIr,0.0
mp-1207915,Tm4CdNi,0.0
mp-1208067,Tm4CdPd,0.0
mp-1208037,Tm4CdPt,0.022699999999999942
mp-1216548,Tm4CdS7,1.2851000000000004
mp-1216647,Tm4CdSe7,0.9491999999999998
mp-1208139,Tm4Co,0.0
mp-1217007,Tm4Co3,0.0
mp-1201455,Tm4CoB13,0.0
mp-1216753,Tm4CrSe7,0.0
mp-1208166,Tm4Fe,0.0
mp-1217051,Tm4Fe34C3,0.0
mp-1188759,Tm4Ga12Pd,0.0
mp-1203076,Tm4Ga21Ni10,0.0
mp-1189923,Tm4Ge6Ir7,0.0
mp-1190044,Tm4Ge6Os7,0.0
mp-13511,Tm4In(NiGe2)2,0.0
mp-582278,Tm4InRh,0.0
mp-1208060,Tm4MgCo,0.0
mp-1208028,Tm4MgGe4,0.0
mp-1208029,Tm4MgNi,0.0
mp-1208049,Tm4MgRh,0.0
mp-1216547,Tm4MgS7,1.2092000000000005
mp-570163,Tm4Mn4Sn7,0.0
mp-1216628,Tm4MnS7,0.5606999999999998
mp-559398,Tm4Mo4O11,0.4676999999999998
mp-1209640,Tm4Ni,0.0
mp-1205529,Tm4Ni2C5,0.0
mp-1203068,Tm4NiB13,0.0
mp-1208068,Tm4Rh,0.0
mp-16591,Tm4Si2S3O7,2.6506
mp-1216697,Tm4US7,0.0
mp-16189,Tm4Zn5Ge6,0.08650000000000002
mp-677391,Tm4Zr3O12,4.164999999999999
mp-1196159,Tm5(Co2Si7)2,0.0
mp-1198165,Tm5(Ge5Ir2)2,0.0
mp-1198939,Tm5(Ge5Os2)2,0.0
mp-21810,Tm5(Ge5Rh2)2,0.0
mp-1207953,Tm5(GeSb)2,0.0
mp-10094,Tm5(ReO6)2,0.006699999999999484
mp-1202399,Tm5(Si5Ir2)2,0.0
mp-11749,Tm5(SiSb)2,0.0
mp-1199949,Tm5B2(O2F3)3,6.0267
mp-1207987,Tm5BiPd2,0.0
mp-1207970,Tm5BiPt2,0.013499999999999623
mp-1216929,Tm5Co19P12,0.0
mp-1207993,Tm5Ga3,0.0
mp-1188310,Tm5Ge3,0.0
mp-1196455,Tm5Ge4,0.0
mp-1208206,Tm5In4,0.0
mp-1198195,Tm5Ir3,0.0
mp-1187658,Tm5Mg,0.0
mp-1993,Tm5Mg24,0.0
mp-1208016,Tm5Ni2Bi,0.0
mp-1207984,Tm5Ni2Sb,0.0
mp-640391,Tm5NiPb3,0.0
mp-1216942,Tm5P12Ir19,0.0
mp-1105869,Tm5Pt3,0.0
mp-1199106,Tm5Pt4,0.0
mp-1207951,Tm5Re2C7,0.0
mp-1102847,Tm5S7,0.0
mp-972463,Tm5Sb3,0.0
mp-1207986,Tm5SbPd2,0.0
mp-1207961,Tm5SbPt2,0.0
mp-1189863,Tm5Si3,0.0
mp-1216721,Tm5Te4Se,0.0
mp-1216658,Tm5TeSe4,0.0
mp-1190038,Tm5Tl3,0.0
mp-1195749,Tm5Zr3(Ni4As3)4,0.0
mp-1197793,Tm6Al43Cr4,0.0
mp-1203150,Tm6Al43Mo4,0.0
mp-1208160,Tm6Al43V4,0.02700000000000013
mp-1202016,Tm6Al43W4,0.0
mp-980195,Tm6Al7Cu16,0.0
mp-1208052,Tm6Co2Sn,0.0
mp-569871,Tm6CoBi2,0.0
mp-1193308,Tm6Fe23,0.0
mp-1206935,Tm6FeBi2,0.0
mp-11204,Tm6FeSb2,0.0
mp-1216901,Tm6Ga17Pd5,0.0
mp-971844,Tm6GaCo2,0.0
mp-1208240,Tm6InCo2,0.0
mp-1216995,Tm6Mn(GeS7)2,0.9211
mp-1192498,Tm6Mn23,0.0
mp-1208268,Tm6Mn4Al43,0.0
mp-1208184,Tm6Nb4Al43,0.0
mp-10342,Tm6ReO12,0.05689999999999972
mp-1208183,Tm6Ta4Al43,0.0
mp-1208191,Tm6Ti4Al43,0.0
mp-769906,Tm6WO12,3.3848
mp-1194452,Tm6Zn23,0.0
mp-680292,Tm7Cl15,0.08089999999999975
mp-1216973,Tm7Mg3Ge8,0.0
mp-540856,Tm8Ga3Co,0.025000000000000355
mp-1192642,Tm8In3Co,0.08340000000000014
mp-18680,Tm8S11,0.0
mp-4193,Tm9(FeGe)10,0.0
mp-1217003,Tm9B5S21,1.4312000000000005
mp-2796,TmAg,0.0
mp-13385,TmAg(PSe3)2,1.7753
mp-1208042,TmAg(WO4)2,3.1692
mp-30359,TmAg2,0.0
mp-30360,TmAg3,0.0
mp-1078772,TmAgGe,0.0
mp-20522,TmAgPb,0.0
mp-1208047,TmAgS2,1.4177
mp-1188652,TmAgSe2,1.2921
mp-6917,TmAgSn,0.0
mp-1078600,TmAgTe2,0.9387
mp-16721,TmAl,0.0
mp-858,TmAl2,0.0
mp-16517,TmAl2Ni,0.0
mp-768,TmAl3,0.0
mp-13516,TmAl3(BO3)4,5.6843
mp-1190028,TmAl3Ni2,0.0
mp-16627,TmAl7Au3,0.0
mp-1216685,TmAl7Fe5,0.0
mp-980426,TmAlAg2,0.0
mp-1102248,TmAlAu,0.0
mp-972272,TmAlAu2,0.0
mp-1216791,TmAlCo,0.0
mp-1216604,TmAlCo4,0.0
mp-1216610,TmAlCu4,0.0
mp-1216664,TmAlFe,0.0
mp-1216557,TmAlGa,0.0
mp-1072024,TmAlGe,0.0
mp-1087523,TmAlNi,0.0
mp-1216573,TmAlNi4,0.0
mp-756281,TmAlO3,5.7744
mp-1095667,TmAlPd,0.0
mp-1095579,TmAlPt,0.0
mp-568685,TmAlRh,0.0
mp-571506,TmAlSi,0.0
mp-1077423,TmAlZn,0.0
mp-979900,TmAs3,0.0
mp-771977,TmAsO4,3.5505
mp-1095625,TmAsPd,0.0
mp-1095469,TmAsPt,0.0
mp-1102079,TmAsS,0.33729999999999993
mp-1103398,TmAsSe,0.2617000000000003
mp-14761,TmAu2F9,1.9057
mp-1068348,TmAu4,0.0
mp-1104905,TmB12,0.0
mp-800,TmB2,0.0
mp-1077393,TmB2Ir3,0.0
mp-1076960,TmB2Rh3,0.0
mp-5620,TmB2Ru3,0.0
mp-568143,TmB4,0.0
mp-982777,TmB4Os,0.0
mp-13343,TmB4Rh,0.0
mp-971813,TmB4Ru,0.0
mp-571352,TmB6,0.0
mp-760484,TmBO3,4.5014
mp-1103146,TmBPt2,0.0
mp-1193090,TmBe13,0.0
mp-1216565,TmBeCu4,0.0
mp-1208069,TmBeNF6,0.07180000000000009
mp-972395,TmBeO3,0.0
mp-23234,TmBi,0.0
mp-546350,TmBi2BrO4,1.3546
mp-546082,TmBi2ClO4,1.4059
mp-552738,TmBi2IO4,1.4258999999999995
mp-1187685,TmBi3,0.0
mp-754323,TmBiO3,3.1128000000000005
mp-1206744,TmBiPd,0.08030000000000026
mp-972400,TmBiPd2,0.0
mp-1207057,TmBiPt,0.0
mp-1207929,TmBiRh,0.0
mp-1216578,TmBiTe3,1.1258
mp-1187584,TmBr,0.0
mp-1208104,TmBr2,0.0
mp-865301,TmBr3,2.9866
mp-754969,TmBrO,4.3469
mp-269,TmC2,0.0
mp-1197080,TmC6(OF)9,0.5441999999999998
mp-1201967,TmC8N4Cl7,0.9772999999999998
mp-1200742,TmCO4,0.4314
mp-2502,TmCd,0.0
mp-11311,TmCd2,0.0
mp-30502,TmCd3,0.0
mp-865887,TmCdAu2,0.0
mp-1206022,TmCdCu4,0.0
mp-865983,TmCdHg2,0.0
mp-1072553,TmCdNi4,0.0
mp-865982,TmCdPd2,0.0
mp-865202,TmCdPt2,0.0
mp-865206,TmCdRh2,0.0
mp-27302,TmCl2,0.0
mp-28044,TmCl3,4.917
mp-772295,TmClO,4.5259
mp-632,TmCo2,0.0
mp-1071818,TmCo2B2C,0.0
mp-1187580,TmCo2Sn,0.0
mp-5714,TmCo3B2,0.0
mp-1204407,TmCo3P2,0.0
mp-1195792,TmCo5P3,0.0
mp-1207976,TmCoB4,0.0
mp-19754,TmCoC,0.0
mp-13502,TmCoC2,0.0
mp-1101079,TmCoGe,0.0
mp-1079861,TmCoGe2,0.0
mp-686908,TmCoO3,0.07139999999999969
mp-1191371,TmCrB4,0.19960000000000025
mp-777503,TmCrO3,2.5329
mp-24908,TmCrO4,0.2142000000000001
mp-985,TmCu,0.0
mp-17395,TmCu(BO2)5,0.7742999999999998
mp-505161,TmCu(WO4)2,1.2092
mp-1077209,TmCu2,0.0
mp-30600,TmCu5,0.0
mp-1208066,TmCu5Sn,0.0
mp-10994,TmCuAs2,0.0
mp-1077392,TmCuGe,0.0
mp-20663,TmCuPb,0.0
mp-1216911,TmCuPbS3,1.6030000000000006
mp-640324,TmCuPbSe3,1.1235
mp-12455,TmCuS2,1.6565999999999992
mp-1079294,TmCuSb2,0.0
mp-36209,TmCuSe2,1.1678000000000002
mp-8123,TmCuSi,0.0
mp-1077167,TmCuSn,0.0
mp-865194,TmF3,5.3727
mp-571183,TmFe2,0.0
mp-1205538,TmFe2SiC,0.0
mp-1189973,TmFe4(CuO4)3,0.0
mp-1201193,TmFe5P3,0.0
mp-1207990,TmFeB4,0.0
mp-1216605,TmFeCu,0.0
mp-971806,TmFeGe2,0.0
mp-19483,TmFeGe2O7,2.5789
mp-566279,TmFeO3,1.1925999999999997
mp-1065301,TmGa,0.0
mp-1956,TmGa2,0.0
mp-1025504,TmGa2Ni,0.0
mp-11392,TmGa2Pd,0.0
mp-1603,TmGa3,0.0
mp-1207932,TmGa3Os,0.0
mp-17424,TmGa3Ru,0.0
mp-1095433,TmGa4Ni,0.0
mp-1025257,TmGa5Co,0.0
mp-1103824,TmGa6,0.0
mp-1216629,TmGaAg,0.0
mp-1216663,TmGaAu,0.0
mp-1187604,TmGaCu2,0.0
mp-1101855,TmGaNi,0.0
mp-1187602,TmGaNi2,0.0
mp-768469,TmGaO3,2.9219999999999997
mp-1103022,TmGaPd,0.0
mp-1103049,TmGaPt,0.0
mp-865195,TmGaRh2,0.0
mp-13037,TmGe2,0.0
mp-1078795,TmGe3,0.0
mp-1072888,TmGeAu,0.0
mp-1102700,TmGeIr,0.0
mp-1187655,TmGeO3,0.0
mp-980202,TmGePd,0.0
mp-1189166,TmGePd2,0.0
mp-1102110,TmGePt,0.0
mp-22794,TmGeRh,0.0
mp-20888,TmGeRu,0.0
mp-722318,TmH16C4N11O13,3.2094
mp-1191179,TmH3,0.4609000000000001
mp-642999,TmH3(CO2)3,3.9339
mp-1190222,TmH9C5(NO4)2,4.4154
mp-754004,TmHO2,4.5627
mp-982739,TmHfCo2,0.0
mp-980201,TmHfIr2,0.0
mp-865209,TmHfOs2,0.0
mp-865215,TmHfRu2,0.0
mp-11475,TmHg,0.0
